CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
92.690.783/0001-09;2025-12-31;2;149324;METALURGICA GERDAU S.A.;2023-01-01;2023-12-31;Conselho Fiscal;5.00;5.00;121920.00;121920.00;121920.00;Nota 1: O número de membros está especificado conforme método preconizado pelo Ofício Circular/Anual-2025-CVM/SEP (média anual de membros com base em sua composição verificada a cada mês do ano). Nota 2: Conforme determinado no Ofício Circular/Anual-2025-CVM/SEP, os valores relativos aos encargos sociais, anteriormente informado, não devem ser integrados aos montantes da remuneração global ou individual sujeitos a aprovação pela Assembleia Geral e consequentemente deixaram de ser incluídos a partir do ano de 2021. Nota 3: Para Conselho Fiscal, o membro com a maior remuneração individual exerceu o cargo por 12 meses.Nota 4: Para Conselho Fiscal, o membro com a menor remuneração individual exerceu o cargo por 12 meses.
92.690.783/0001-09;2025-12-31;2;149324;METALURGICA GERDAU S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.33;4.33;424300.00;100240.00;323368.00;Nota 1: No caso de o administrador ser, concomitantemente, membro do Conselho de Administração e da Diretoria Estatutária, sua remuneração será definida e limitada ao exercício do cargo e funções relacionadas à Diretoria Estatutária.Nota 2: O número de membros está especificado conforme método preconizado pelo Ofício Circular/Anual-2025-CVM/SEP (média anual de membros com base em sua composição verificada a cada mês do ano). Nota 3: Conforme determinado no Ofício Circular/Anual-2025-CVM/SEP, os valores relativos aos encargos sociais, anteriormente informado, não devem ser integrados aos montantes da remuneração global ou individual sujeitos a aprovação pela Assembleia Geral e consequentemente deixaram de ser incluídos a partir do ano de 2021. Nota 4: A remuneração (maior, menor e média) apresentada neste quadro reflete a remuneração paga somente pela Companhia, conforme item 8.2. A remuneração é paga de forma distribuída entre as sociedades que compõem a Companhia, desta forma parte do custo da remuneração é suportada pela sociedade controladora e parte pelas sociedades controladas pela Companhia.Nota 5: Para Conselho de Administração, o membro com a maior remuneração individual exerceu o cargo por 12 meses.Nota 6: Para Conselho de Administração, o membro com a menor remuneração individual exerceu o cargo por 12 meses.
92.690.783/0001-09;2025-12-31;2;149324;METALURGICA GERDAU S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.67;2.00;803681.00;310289.00;556985.00;Nota 1: No caso de o administrador ser, concomitantemente, membro do Conselho de Administração e da Diretoria Estatutária, sua remuneração será definida e limitada ao exercício do cargo e funções relacionadas à Diretoria Estatutária.Nota 2: O número de membros está especificado conforme método preconizado pelo Ofício Circular/Anual-2025-CVM/SEP (média anual de membros com base em sua composição verificada a cada mês do ano). Nota 3: Conforme determinado no Ofício Circular/Anual-2025-CVM/SEP, os valores relativos aos encargos sociais, anteriormente informado, não devem ser integrados aos montantes da remuneração global ou individual sujeitos a aprovação pela Assembleia Geral e consequentemente deixaram de ser incluídos a partir do ano de 2021. Nota 4: O número de membros remunerados corresponde àqueles remunerados pelo emissor, especificado conforme método preconizado pelo Ofício Circular/Anual-2025- CVM/SEP (média anual de membros com base em sua composição verificada a cada mês do ano). Esclareça-se, ainda, que os membros da Diretoria Estatutária também são remunerados em outras empresas da Gerdau, conforme o tempo e o grau de dedicação a cada uma delas, de maneira que as controladas são as que arcam com a parcela mais significativa da remuneração, renunciando consequetemente a remuneração pelo emissor.Nota 5: A remuneração (maior, menor e média) apresentada neste quadro reflete a remuneração paga somente pela Companhia, conforme item 8.2. A remuneração é paga de forma distribuída entre as sociedades que compõem a Companhia, desta forma parte do custo da remuneração é suportada pela sociedade controladora e parte pelas sociedades controladas pela Companhia.Nota 6: Para Diretoria Estatutária, o membro com a maior remuneração individual exerceu o cargo por 12 meses.Nota 7: Para Diretoria Estatutária, o membro com a menor remuneração individual exerceu o cargo por 12 meses.
92.690.783/0001-09;2025-12-31;2;149324;METALURGICA GERDAU S.A.;2024-01-01;2024-12-31;Conselho Fiscal;5.00;5.00;127360.00;127360.00;127360.00;Nota 1: O número de membros está especificado conforme método preconizado pelo Ofício Circular/Anual-2025-CVM/SEP (média anual de membros com base em sua composição verificada a cada mês do ano). Nota 2: Conforme determinado no Ofício Circular/Anual-2025-CVM/SEP, os valores relativos aos encargos sociais, anteriormente informado, não devem ser integrados aos montantes da remuneração global ou individual sujeitos a aprovação pela Assembleia Geral e consequentemente deixaram de ser incluídos a partir do ano de 2021. Nota 3: Para Conselho Fiscal, o membro com a maior remuneração individual exerceu o cargo por 12 meses.Nota 4: Para Conselho Fiscal, o membro com a menor remuneração individual exerceu o cargo por 12 meses.
92.690.783/0001-09;2025-12-31;2;149324;METALURGICA GERDAU S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.50;2.00;879495.00;231903.00;555699.00;Nota 1: No caso de o administrador ser, concomitantemente, membro do Conselho de Administração e da Diretoria Estatutária, sua remuneração será definida e limitada ao exercício do cargo e funções relacionadas à Diretoria Estatutária.Nota 2: O número de membros está especificado conforme método preconizado pelo Ofício Circular/Anual-2025-CVM/SEP (média anual de membros com base em sua composição verificada a cada mês do ano). Nota 3: Conforme determinado no Ofício Circular/Anual-2025-CVM/SEP, os valores relativos aos encargos sociais, anteriormente informado, não devem ser integrados aos montantes da remuneração global ou individual sujeitos a aprovação pela Assembleia Geral e consequentemente deixaram de ser incluídos a partir do ano de 2021. Nota 4: O número de membros remunerados corresponde àqueles remunerados pelo emissor, especificado conforme método preconizado pelo Ofício Circular/Anual-2025- CVM/SEP (média anual de membros com base em sua composição verificada a cada mês do ano). Esclareça-se, ainda, que os membros da Diretoria Estatutária também são remunerados em outras empresas da Gerdau, conforme o tempo e o grau de dedicação a cada uma delas, de maneira que as controladas são as que arcam com a parcela mais significativa da remuneração, renunciando consequetemente a remuneração pelo emissor.Nota 5: A remuneração (maior, menor e média) apresentada neste quadro reflete a remuneração paga somente pela Companhia, conforme item 8.2. A remuneração é paga de forma distribuída entre as sociedades que compõem a Companhia, desta forma parte do custo da remuneração é suportada pela sociedade controladora e parte pelas sociedades controladas pela Companhia.Nota 6: Para Diretoria Estatutária, o membro com a maior remuneração individual exerceu o cargo por 12 meses.Nota 7: Para Diretoria Estatutária, o membro com a menor remuneração individual exerceu o cargo por 12 meses.
92.690.783/0001-09;2025-12-31;2;149324;METALURGICA GERDAU S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.33;5.33;406260.00;94400.00;267761.00;Nota 1: No caso de o administrador ser, concomitantemente, membro do Conselho de Administração e da Diretoria Estatutária, sua remuneração será definida e limitada ao exercício do cargo e funções relacionadas à Diretoria Estatutária.Nota 2: O número de membros está especificado conforme método preconizado pelo Ofício Circular/Anual-2025-CVM/SEP (média anual de membros com base em sua composição verificada a cada mês do ano). Nota 3: Conforme determinado no Ofício Circular/Anual-2025-CVM/SEP, os valores relativos aos encargos sociais, anteriormente informado, não devem ser integrados aos montantes da remuneração global ou individual sujeitos a aprovação pela Assembleia Geral e consequentemente deixaram de ser incluídos a partir do ano de 2021. Nota 4: A remuneração (maior, menor e média) apresentada neste quadro reflete a remuneração paga somente pela Companhia, conforme item 8.2. A remuneração é paga de forma distribuída entre as sociedades que compõem a Companhia, desta forma parte do custo da remuneração é suportada pela sociedade controladora e parte pelas sociedades controladas pela Companhia.Nota 5: Para Conselho de Administração, o membro com a maior remuneração individual exerceu o cargo por 12 meses.Nota 6: Para Conselho de Administração, o membro com a menor remuneração individual exerceu o cargo por 12 meses.
92.690.783/0001-09;2025-12-31;2;149324;METALURGICA GERDAU S.A.;2022-01-01;2022-12-31;Conselho Fiscal;5.00;5.00;114800.00;114800.00;114800.00;Nota 1: O número de membros está especificado conforme método preconizado pelo Ofício Circular/Anual-2025-CVM/SEP (média anual de membros com base em sua composição verificada a cada mês do ano). Nota 2: Conforme determinado no Ofício Circular/Anual-2025-CVM/SEP, os valores relativos aos encargos sociais, anteriormente informado, não devem ser integrados aos montantes da remuneração global ou individual sujeitos a aprovação pela Assembleia Geral e consequentemente deixaram de ser incluídos a partir do ano de 2021. Nota 3: Para Conselho Fiscal, o membro com a maior remuneração individual exerceu o cargo por 12 meses.Nota 4: Para Conselho Fiscal, o membro com a menor remuneração individual exerceu o cargo por 12 meses.
92.690.783/0001-09;2025-12-31;2;149324;METALURGICA GERDAU S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.83;2.00;1013249.00;221267.00;617258.00;Nota 1: No caso de o administrador ser, concomitantemente, membro do Conselho de Administração e da Diretoria Estatutária, sua remuneração será definida e limitada ao exercício do cargo e funções relacionadas à Diretoria Estatutária.Nota 2: O número de membros está especificado conforme método preconizado pelo Ofício Circular/Anual-2025-CVM/SEP (média anual de membros com base em sua composição verificada a cada mês do ano). Nota 3: Conforme determinado no Ofício Circular/Anual-2025-CVM/SEP, os valores relativos aos encargos sociais, anteriormente informado, não devem ser integrados aos montantes da remuneração global ou individual sujeitos a aprovação pela Assembleia Geral e consequentemente deixaram de ser incluídos a partir do ano de 2021. Nota 4: O número de membros remunerados corresponde àqueles remunerados pelo emissor, especificado conforme método preconizado pelo Ofício Circular/Anual-2025- CVM/SEP (média anual de membros com base em sua composição verificada a cada mês do ano). Esclareça-se, ainda, que os membros da Diretoria Estatutária também são remunerados em outras empresas da Gerdau, conforme o tempo e o grau de dedicação a cada uma delas, de maneira que as controladas são as que arcam com a parcela mais significativa da remuneração, renunciando consequetemente a remuneração pelo emissor.Nota 5: A remuneração (maior, menor e média) apresentada neste quadro reflete a remuneração paga somente pela Companhia, conforme item 8.2. A remuneração é paga de forma distribuída entre as sociedades que compõem a Companhia, desta forma parte do custo da remuneração é suportada pela sociedade controladora e parte pelas sociedades controladas pela Companhia.Nota 6: Para Diretoria Estatutária, o membro com a maior remuneração individual exerceu o cargo por 12 meses.Nota 7: Para Diretoria Estatutária, o membro com a menor remuneração individual exerceu o cargo por 12 meses.
92.690.783/0001-09;2025-12-31;2;149324;METALURGICA GERDAU S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.83;5.83;382740.00;76428.00;238280.00;Nota 1: No caso de o administrador ser, concomitantemente, membro do Conselho de Administração e da Diretoria Estatutária, sua remuneração será definida e limitada ao exercício do cargo e funções relacionadas à Diretoria Estatutária.Nota 2: O número de membros está especificado conforme método preconizado pelo Ofício Circular/Anual-2025-CVM/SEP (média anual de membros com base em sua composição verificada a cada mês do ano). Nota 3: Conforme determinado no Ofício Circular/Anual-2025-CVM/SEP, os valores relativos aos encargos sociais, anteriormente informado, não devem ser integrados aos montantes da remuneração global ou individual sujeitos a aprovação pela Assembleia Geral e consequentemente deixaram de ser incluídos a partir do ano de 2021. Nota 4: A remuneração (maior, menor e média) apresentada neste quadro reflete a remuneração paga somente pela Companhia, conforme item 8.2. A remuneração é paga de forma distribuída entre as sociedades que compõem a Companhia, desta forma parte do custo da remuneração é suportada pela sociedade controladora e parte pelas sociedades controladas pela Companhia.Nota 5: Para Conselho de Administração, o membro com a maior remuneração individual exerceu o cargo por 12 meses.Nota 6: Para Conselho de Administração, o membro com a menor remuneração individual exerceu o cargo por 12 meses.
92.693.019/0001-89;2025-12-31;1;148383;PANATLANTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;991000.00;991000.00;991000.00;
92.693.019/0001-89;2025-12-31;1;148383;PANATLANTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;839600.00;587200.00;727133.33;
92.693.019/0001-89;2025-12-31;1;148383;PANATLANTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;800000.00;560000.00;680000.00;
92.693.019/0001-89;2025-12-31;1;148383;PANATLANTICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;960000.00;768000.00;864000.00;* Em 2024 a Cia começou o ano com 3 diretores e após 21/06/2024 passou a ter apenas 2 diretores, após renúncia.
92.693.019/0001-89;2025-12-31;1;148383;PANATLANTICA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;3.00;2176000.00;240000.00;1228000.00;
92.702.067/0001-96;2025-12-31;4;149644;BCO ESTADO DO RIO GRANDE DO SUL S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.83;6.83;256512.00;226336.00;228275.97;O membro com a maior e menor remuneração, exerceram o cargo por 12 meses no exercício. Dois integrantes do Conselho são remunerados apenas pelo cargo de Diretor, um integrante é remunerado apenas pelo cargo de membro do Comitê de Auditoria e um integrante é remunerado pelo cargo de Superintendente.
92.702.067/0001-96;2025-12-31;4;149644;BCO ESTADO DO RIO GRANDE DO SUL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;9.00;1611494.51;1261930.62;1450185.27;
92.702.067/0001-96;2025-12-31;4;149644;BCO ESTADO DO RIO GRANDE DO SUL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;5.00;5.00;222880.00;185080.00;192640.00;
92.702.067/0001-96;2025-12-31;4;149644;BCO ESTADO DO RIO GRANDE DO SUL S.A.;2023-01-01;2023-12-31;Conselho de Administração;10.42;6.42;253550.00;240436.00;241713.93;
92.702.067/0001-96;2025-12-31;4;149644;BCO ESTADO DO RIO GRANDE DO SUL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;9.00;1552849.73;1540416.83;1547098.75;
92.702.067/0001-96;2025-12-31;4;149644;BCO ESTADO DO RIO GRANDE DO SUL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;5.00;5.00;196616.00;66388.00;204386.85;
