CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
51.928.174/0001-50;2025-12-31;1;148457;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2023-01-01;2023-12-31;8887665.00;Diretoria Estatutária;3.00;7319766.00;3.00;4295371.00;1658013.00;0.00;0.00;Não Aplicável;1366382.00;0.00;0.00;0.00;0.00;Bônus;0.00;0.00;0.00;Não Aplicável
51.928.174/0001-50;2025-12-31;1;148457;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2023-01-01;2023-12-31;8887665.00;Conselho Fiscal;3.00;500814.00;3.00;417345.00;83469.00;0.00;0.00;Não Aplicável;0.00;0.00;0.00;0.00;0.00;Não Aplicável;0.00;0.00;0.00;Não Aplicável
51.928.174/0001-50;2025-12-31;1;148457;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2024-01-01;2024-12-31;10386119.00;Conselho Fiscal;3.00;563414.00;3.00;469512.00;93902.00;0.00;0.00;Não Aplicável;0.00;0.00;0.00;0.00;0.00;Não Aplicável;0.00;0.00;0.00;Não Aplicável
51.928.174/0001-50;2025-12-31;1;148457;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2024-01-01;2024-12-31;10386119.00;Diretoria Estatutária;3.00;8513299.00;3.00;4635496.00;1789302.00;0.00;0.00;Não Aplicável;2088501.00;0.00;0.00;0.00;0.00;Não Aplicável;0.00;0.00;0.00;Não Aplicável
51.928.174/0001-50;2025-12-31;1;148457;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2024-01-01;2024-12-31;10386119.00;Conselho de Administração;5.00;1309406.00;5.00;886856.00;192150.00;230400.00;0.00;Não Aplicável;0.00;0.00;0.00;0.00;0.00;Não Aplicável;0.00;0.00;0.00;Não Aplicável
52.017.473/0001-03;2025-12-31;1;148989;AZEVEDO & TRAVASSOS ENERGIA S.A.;2024-01-01;2024-12-31;34000.00;Diretoria Estatutária;3.00;17000.00;3.00;17000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
52.017.473/0001-03;2025-12-31;1;148989;AZEVEDO & TRAVASSOS ENERGIA S.A.;2024-01-01;2024-12-31;34000.00;Conselho de Administração;3.00;17000.00;3.00;17000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
52.017.473/0001-03;2025-12-31;1;148989;AZEVEDO & TRAVASSOS ENERGIA S.A.;2023-01-01;2023-12-31;0.00;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
52.017.473/0001-03;2025-12-31;1;148989;AZEVEDO & TRAVASSOS ENERGIA S.A.;2023-01-01;2023-12-31;0.00;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
52.017.473/0001-03;2025-12-31;1;148989;AZEVEDO & TRAVASSOS ENERGIA S.A.;2025-01-01;2025-12-31;288000.00;Diretoria Estatutária;3.00;144000.00;3.00;144000.00;0.00;0.00;0.00;n/a;0.00;0.00;0.00;0.00;0.00;n/a;0.00;0.00;0.00;
52.017.473/0001-03;2025-12-31;1;148989;AZEVEDO & TRAVASSOS ENERGIA S.A.;2025-01-01;2025-12-31;288000.00;Conselho de Administração;3.00;144000.00;3.00;144000.00;0.00;0.00;0.00;n/a;0.00;0.00;0.00;0.00;0.00;n/a;0.00;0.00;0.00;
52.270.350/0001-71;2025-12-31;1;149117;CIABRASF - CIA. BRASILEIRA DE SERVIÇOS FINANCEIROS S.A.;2025-01-01;2025-12-31;10000000.00;Diretoria Estatutária;2.00;8000000.00;2.00;3500000.00;500000.00;0.00;0.00;;4000000.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
52.270.350/0001-71;2025-12-31;1;149117;CIABRASF - CIA. BRASILEIRA DE SERVIÇOS FINANCEIROS S.A.;2025-01-01;2025-12-31;10000000.00;Conselho de Administração;5.00;2000000.00;5.00;2000000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
52.270.350/0001-71;2025-12-31;1;149117;CIABRASF - CIA. BRASILEIRA DE SERVIÇOS FINANCEIROS S.A.;2024-01-01;2024-12-31;0.00;Diretoria Estatutária;2.58;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais
52.270.350/0001-71;2025-12-31;1;149117;CIABRASF - CIA. BRASILEIRA DE SERVIÇOS FINANCEIROS S.A.;2024-01-01;2024-12-31;0.00;Conselho de Administração;3.42;0.00;0.00;0.00;0.00;0.00;0.00;Companhia em processo de abertura de capital;0.00;0.00;0.00;0.00;0.00;Companhia em processo de abertura de capital;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais
52.475.549/0001-36;2025-12-31;1;147050;REAG WEALTH MANAGEMENT S.A.;2024-01-01;2024-12-31;101664.00;Conselho de Administração;3.00;50832.00;3.00;50832.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
52.475.549/0001-36;2025-12-31;1;147050;REAG WEALTH MANAGEMENT S.A.;2024-01-01;2024-12-31;101664.00;Diretoria Estatutária;3.00;50832.00;3.00;50832.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
52.475.549/0001-36;2025-12-31;1;147050;REAG WEALTH MANAGEMENT S.A.;2025-01-01;2025-12-31;101664.00;Diretoria Estatutária;3.00;50832.00;3.00;50832.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;
52.475.549/0001-36;2025-12-31;1;147050;REAG WEALTH MANAGEMENT S.A.;2025-01-01;2025-12-31;101664.00;Conselho de Administração;3.00;50832.00;3.00;50832.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;Não aplicável
52.548.435/0001-79;2025-12-31;2;149481;JSL S.A.;2022-01-01;2022-12-31;15597088.85;Conselho de Administração;5.17;2186166.67;5.17;1956166.67;0.00;230000.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
52.548.435/0001-79;2025-12-31;2;149481;JSL S.A.;2022-01-01;2022-12-31;15597088.85;Diretoria Estatutária;3.33;13193647.06;3.33;4867666.49;118383.85;0.00;839430.00;O valor citado em "outros" é referente à ajuda de custo recebida por ocasião da função exercida;0.00;5249508.06;0.00;331915.65;0.00;O valor citado em "outros" é referente a prêmios extraordinários;0.00;0.00;1786743.01;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
52.548.435/0001-79;2025-12-31;2;149481;JSL S.A.;2022-01-01;2022-12-31;15597088.85;Conselho Fiscal;3.00;217275.12;3.00;217275.12;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
52.548.435/0001-79;2025-12-31;2;149481;JSL S.A.;2023-01-01;2023-12-31;18699455.76;Conselho Fiscal;3.00;340537.02;3.00;340537.02;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
52.548.435/0001-79;2025-12-31;2;149481;JSL S.A.;2023-01-01;2023-12-31;18699455.76;Diretoria Estatutária;3.00;16290918.74;3.00;4731100.10;79787.34;0.00;937753.70;Os valores descritos no campo "Outros" acima referem-se ao pagamento de ajuda de custo aos Diretores no exercício da função.;0.00;2350015.51;0.00;4758613.39;0.00;Os valores descritos no campo "Outros" acima referem-se ao pagamento de prêmios extraordinários.;0.00;0.00;3433648.70;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
52.548.435/0001-79;2025-12-31;2;149481;JSL S.A.;2023-01-01;2023-12-31;18699455.76;Conselho de Administração;5.00;2068000.00;5.00;1930000.00;0.00;138000.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais..
52.548.435/0001-79;2025-12-31;2;149481;JSL S.A.;2024-01-01;2024-12-31;20395963.39;Conselho Fiscal;1.25;117495.66;1.25;117495.66;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
52.548.435/0001-79;2025-12-31;2;149481;JSL S.A.;2024-01-01;2024-12-31;20395963.39;Diretoria Estatutária;3.67;18221301.06;3.67;5348238.48;74876.11;0.00;1125158.34;Os valores descritos no campo "Outros" acima referem-se ao pagamento de ajuda de custo aos Diretores no exercício da função.;0.00;3036964.52;0.00;5081072.75;0.00;Os valores descritos no campo "Outros" acima referem-se ao pagamento de prêmios extraordinários.;0.00;0.00;3554990.86;Conforme disposto no OFÍCIO- CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
52.548.435/0001-79;2025-12-31;2;149481;JSL S.A.;2024-01-01;2024-12-31;20395963.39;Conselho de Administração;5.00;2057166.67;5.00;1921166.67;0.00;136000.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
52.548.435/0001-79;2025-12-31;2;149481;JSL S.A.;2025-01-01;2025-12-31;35000000.00;Diretoria Estatutária;5.00;32960000.00;5.00;6441856.54;142219.32;0.00;1409997.86;Os valores descritos no campo "Outros" acima referem-se ao pagamento de ajuda de custo aos Diretores no exercício da função.;0.00;4794973.72;0.00;18449561.32;0.00;Os valores descritos no campo "Outros" acima referem-se ao pagamento de prêmios extraordinários.;0.00;0.00;1721391.24;Conforme disposto no OFÍCIO- CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
52.548.435/0001-79;2025-12-31;2;149481;JSL S.A.;2025-01-01;2025-12-31;35000000.00;Conselho de Administração;5.00;2040000.00;5.00;1920000.00;0.00;120000.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
52.805.925/0001-03;2025-12-31;3;149608;RDVC CITY S.A;2025-01-01;2025-12-31;10000000.00;Diretoria Estatutária;2.75;8000000.00;2.75;3500000.00;500000.00;0.00;0.00;;4000000.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
52.805.925/0001-03;2025-12-31;3;149608;RDVC CITY S.A;2025-01-01;2025-12-31;10000000.00;Conselho de Administração;5.00;2000000.00;5.00;2000000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
52.805.925/0001-03;2025-12-31;3;149608;RDVC CITY S.A;2024-01-01;2024-12-31;0.00;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
52.805.925/0001-03;2025-12-31;3;149608;RDVC CITY S.A;2024-01-01;2024-12-31;0.00;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
52.810.883/0001-07;2025-12-31;1;147049;REAG ASSET MANAGEMENT PART S.A.;2024-01-01;2024-12-31;101664.00;Conselho de Administração;3.00;50832.00;3.00;50832.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Não aplicável
52.810.883/0001-07;2025-12-31;1;147049;REAG ASSET MANAGEMENT PART S.A.;2024-01-01;2024-12-31;101664.00;Diretoria Estatutária;3.00;50832.00;3.00;50832.00;0.00;0.00;0.00;Não aplicável.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Não aplicável
52.810.883/0001-07;2025-12-31;1;147049;REAG ASSET MANAGEMENT PART S.A.;2025-01-01;2025-12-31;101664.00;Diretoria Estatutária;3.00;50832.00;3.00;50832.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;Não aplicável
52.810.883/0001-07;2025-12-31;1;147049;REAG ASSET MANAGEMENT PART S.A.;2025-01-01;2025-12-31;101664.00;Conselho de Administração;3.00;50832.00;3.00;50832.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0
52.841.191/0001-18;2025-12-31;3;149382;REVEE S.A.;2025-01-01;2025-12-31;10000000.00;Diretoria Estatutária;2.00;8000000.00;2.00;3500000.00;500000.00;0.00;0.00;;4000000.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
52.841.191/0001-18;2025-12-31;3;149382;REVEE S.A.;2025-01-01;2025-12-31;10000000.00;Conselho de Administração;5.08;2000000.00;5.08;2000000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais
52.841.191/0001-18;2025-12-31;3;149382;REVEE S.A.;2024-01-01;2024-12-31;0.00;Diretoria Estatutária;2.67;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais
52.841.191/0001-18;2025-12-31;3;149382;REVEE S.A.;2024-01-01;2024-12-31;0.00;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais
53.113.791/0001-22;2025-12-31;2;149292;TOTVS S.A.;2023-01-01;2023-12-31;56311124.74;Conselho de Administração;7.00;10573519.06;6.00;3647049.86;137838.59;1357380.96;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;5431249.65;O número de membros de cada órgão foi calculado como média anual de cada órgão, apurado mensalmente, nos termos da metodologia apresentada no Ofício Circular/Anual-2023-CVM/SEP
53.113.791/0001-22;2025-12-31;2;149292;TOTVS S.A.;2023-01-01;2023-12-31;56311124.74;Conselho Fiscal;2.00;283288.07;2.00;283288.07;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O Conselho Fiscal foi instalado após a Assembleia de 19/04/2023
53.113.791/0001-22;2025-12-31;2;149292;TOTVS S.A.;2023-01-01;2023-12-31;56311124.74;Diretoria Estatutária;7.00;45454317.61;7.00;9580984.84;1728492.38;0.00;0.00;N/A;11753034.38;0.00;0.00;0.00;0.00;N/A;419147.80;0.00;21972658.21;O número de membros de cada órgão foi calculado como média anual de cada órgão, apurado mensalmente, nos termos da metodologia apresentada no Ofício Circular/Anual-2023-CVM/SEP
53.113.791/0001-22;2025-12-31;2;149292;TOTVS S.A.;2022-01-01;2022-12-31;51274287.26;Conselho Fiscal;1.00;100435.11;1.00;100435.11;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;(i) O número de membros de cada órgão foi calculado como média anual de cada órgão, apurado mensalmente, nos termos da metodologia apresentada no Ofício Circular/Anual-2022-CVM/SEP, e considerando o final do mandato do Conselho Fiscal em 19/04/2022.
53.113.791/0001-22;2025-12-31;2;149292;TOTVS S.A.;2022-01-01;2022-12-31;51274287.26;Diretoria Estatutária;7.00;40499018.62;7.00;8802713.60;1548438.76;0.00;0.00;N/A;5439576.20;0.00;0.00;0.00;0.00;N/A;292073.37;0.00;24416216.69;O número de membros de cada órgão foi calculado como média anual de cada órgão, apurado mensalmente, nos termos da metodologia apresentada no Ofício Circular/Anual-2022-CVM/SEP
53.113.791/0001-22;2025-12-31;2;149292;TOTVS S.A.;2022-01-01;2022-12-31;51274287.26;Conselho de Administração;7.00;10674833.53;7.00;3452246.23;128669.06;1321105.58;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;5772812.66;Considerando o fim do mandato do Conselho Fiscal em 19/04/2022
53.113.791/0001-22;2025-12-31;2;149292;TOTVS S.A.;2024-01-01;2024-12-31;62860189.17;Conselho Fiscal;1.00;127029.96;1.00;127029.96;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Considerando o fim do mandato do Conselho Fiscal em abril/2024
53.113.791/0001-22;2025-12-31;2;149292;TOTVS S.A.;2024-01-01;2024-12-31;62860189.17;Diretoria Estatutária;8.00;52587695.20;8.00;11287422.60;2052590.68;0.00;0.00;N/A;9063895.04;0.00;0.00;7764887.06;0.00;N/A;456789.68;0.00;21962110.14;O número de membros de cada órgão foi calculado como média anual de cada órgão, apurado mensalmente, nos termos da metodologia apresentada no Ofício Circular/Anual-2024-CVM/SEP
53.113.791/0001-22;2025-12-31;2;149292;TOTVS S.A.;2024-01-01;2024-12-31;62860189.17;Conselho de Administração;7.00;10145464.01;6.00;3893099.14;140232.10;1381785.29;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;4730347.48;O número de membros de cada órgão foi calculado como média anual de cada órgão, apurado mensalmente, nos termos da metodologia apresentada no Ofício Circular/Anual-2024-CVM/SEP
53.113.791/0001-22;2025-12-31;2;149292;TOTVS S.A.;2025-01-01;2025-12-31;73187008.70;Diretoria Estatutária;7.75;62609491.34;7.75;13102349.82;2546583.96;0.00;0.00;N/A;10766151.85;0.00;0.00;10766151.85;0.00;Os valores da remuneração variável contemplam metas de performance de longo prazo acompanhadas pelo Conselho de Administração;552270.58;0.00;24875983.28;O número de membros de cada órgão foi calculado como média anual de cada órgão, apurado mensalmente, nos termos da metodologia apresentada no Ofício Circular/Anual-2025-CVM/SEP
53.113.791/0001-22;2025-12-31;2;149292;TOTVS S.A.;2025-01-01;2025-12-31;73187008.70;Conselho de Administração;7.00;10577517.36;6.00;5597013.79;161376.87;1894248.62;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;2924878.08;O número de membros de cada órgão foi calculado como média anual de cada órgão, apurado mensalmente, nos termos da metodologia apresentada no Ofício Circular/Anual-2025-CVM/SEP
53.153.938/0001-08;2025-12-31;1;148984;COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS S.A.;2024-01-01;2024-12-31;8448178.65;Diretoria Estatutária;4.00;8448178.65;4.00;4419214.00;334892.13;0.00;0.00;N/A;3152413.17;0.00;0.00;0.00;0.00;N/A;0.00;0.00;541659.35;N/A
53.153.938/0001-08;2025-12-31;1;148984;COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS S.A.;2024-01-01;2024-12-31;8448178.65;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
53.153.938/0001-08;2025-12-31;1;148984;COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS S.A.;2023-01-01;2023-12-31;5552280.96;Diretoria Estatutária;4.00;5552280.96;4.00;4051970.32;297459.48;0.00;0.00;N/A;325543.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;877308.16;N/A
53.153.938/0001-08;2025-12-31;1;148984;COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS S.A.;2023-01-01;2023-12-31;5552280.96;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
53.153.938/0001-08;2025-12-31;1;148984;COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS S.A.;2022-01-01;2022-12-31;5218493.13;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
53.153.938/0001-08;2025-12-31;1;148984;COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS S.A.;2022-01-01;2022-12-31;5218493.13;Diretoria Estatutária;4.00;5218493.13;4.00;3747826.27;268893.70;0.00;0.00;N/A;324465.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;877308.16;N/A
